IAE_pid;39.042
IAE_t1_no;30.548
IAE_t2_li_no;30.563
IG_pid;16.979
IG_t1_no;0.83093
IG_t2_li_no;0.8306
ISE_pid;31.648
ISE_t1_no;30.024
ISE_t2_li_no;30.024
ITAE_pid;29.507
ITAE_t1_no;11.585
ITAE_t2_li_no;12.231
ITSE_pid;50.674
ITSE_t1_no;0.048648
ITSE_t2_li_no;0.048727
I_pid;0.031648
I_t1_no;0.030024
I_t2_li_no;0.030024
su_pid;9,49E-06
su_t1_no;1,17E-06
su_t2_li_no;1,17E-07
sy_pid;0.0017092
sy_t1_no;9,33E-02
sy_t2_li_no;9,31E-01
